word	tag	freq_A1	freq_A2	freq_B1	freq_B2	freq_C1	freq_C2	freq_total
airbus	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
aire	NOM	0.0	0.0	0.7812	0.0	0.0	19.328	0.6588
aisance	NOM	0.0	0.0	3.6369	0.0	6.0005	0.0	1.4986
aise	NOM	0.0	3.9045	22.5758	1.2705	0.0	0.0	8.5523
aisé	ADJ	0.0	0.0	3.196	6.8518	12.4171	0.0	5.019
aisément	ADV	0.0	0.0	0.6378	2.2839	0.0	0.0	0.7068
ajourner	VER	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
ajout	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
ajoute	NOM	8.1169	0.2891	3.2399	0.0	0.0	0.0	3.4977
ajouter	VER	162.2497	116.2602	159.0106	184.2057	253.2767	227.3515	177.3854
alambic	NOM	0.0	0.0	0.0	0.0	12.0009	0.0	0.2862
alanguir	VER	0.0	0.4664	0.0	0.0	0.0	0.0	0.0338
alarmant	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
alarme	NOM	0.0	0.1865	3.5636	2.2839	27.9938	0.0	4.5251
alarmer	VER	0.0	0.0	0.0	4.5679	3.4423	0.0	0.9811
alarmiste	ADJ	0.0	0.0	0.0	0.911	4.139	0.0	0.725
albigeois	ADJ	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
albinos	NOM	0.0	1.2017	0.0	0.0	0.0	0.0	0.0912
album	NOM	23.6523	52.3082	7.4403	10.1643	0.0	0.0	33.0537
albâtre	NOM	0.0	0.0	0.4317	0.0	0.0	0.0	0.0401
alcool	NOM	16.8214	1.0275	52.5275	28.8538	51.9203	19.328	34.0025
alcoolique	ADJ	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
alcoolique	NOM	0.8075	0.0	0.0	0.0	0.0	0.0	0.0242
alcooliser	VER	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
alcoolisme	NOM	1.2635	0.0	0.0	1.6204	0.0	19.328	1.5557
alcoolémie	NOM	0.0	0.5137	0.0	0.0	0.0	0.0	0.0248
alcootest	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
aldéhyde	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
aldéhydé	ADJ	0.0	0.0	0.0	0.0	0.0	4.0185	0.0657
alentour	NOM	0.0	4.6393	0.1243	14.5446	0.0	12.833	5.4864
alerte	NOM	0.0	0.0	0.4665	0.0	18.0014	0.0	1.6029
alerte	ADJ	0.0	0.0	3.5861	0.0	6.0005	0.0	1.4814
alerter	VER	0.0	0.6228	0.5857	0.0	6.0005	0.0	1.5098
alexandra	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
algérien	ADJ	0.0	6.5775	0.5857	1.2705	0.0	57.984	5.8255
alibi	NOM	0.6291	0.0	0.4665	1.3018	0.0	0.0	1.2754
alignement	NOM	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
aligner	VER	0.0	0.0	3.4715	1.2705	0.0	0.0	1.4967
aliment	NOM	16.0438	0.606	21.4911	0.0	3.4423	0.0	11.3367
alimentaire	ADJ	0.8075	4.6912	22.8105	0.8102	101.2835	38.4989	24.4988
alimentation	NOM	22.2445	15.4844	14.6523	14.0086	34.1646	192.6297	32.3593
alimenter	VER	0.0	0.606	0.933	9.1358	63.3793	0.0	9.0061
alinéa	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
aliénant	ADJ	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
aliénation	NOM	0.0	0.0	0.0	0.0	8.2781	12.833	0.2926
aliéner	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
allaitement	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
allant	NOM	0.0	1.0679	0.0	0.0	0.0	0.0	0.0515
allemand	ADJ	110.8069	17.5311	5.1517	29.8069	8.2781	113.5434	35.7918
allemand	NOM	16.9564	8.9874	0.8759	24.9664	6.8846	38.656	16.5399
aller	NOM	2.7364	0.0	0.0	2.2839	0.0	0.0	0.6063
aller	VER	9461.9604	5240.4529	2964.4907	2947.8747	1171.1651	531.9902	3931.7558
allergie	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
allergique	ADJ	1.8928	0.0	0.0	2.5411	0.0	0.0	1.3071
alliance	NOM	0.0	0.3851	6.3092	1.8983	20.6179	12.833	6.5931
allier	VER	0.0	0.186	7.9016	2.2839	6.8846	131.2856	9.5832
allocataire	NOM	0.0	0.0	0.1243	0.0	0.0	0.0	0.0408
allocation	NOM	0.0	0.0	3.4065	23.1002	0.0	0.0	6.2124
allocution	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
allogène	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
allongement	NOM	0.0	0.0	7.8476	0.0	0.0	12.833	2.5556
allonger	VER	16.7026	30.1331	9.3517	14.0086	26.3397	19.328	22.8849
allongé	ADJ	0.0	0.5137	0.0	0.0	6.0005	0.0	0.5168
allons	INT	0.0	3.5393	3.1164	0.0	0.0	0.0	1.6579
allouer	VER	0.0	0.0	0.0	2.2839	4.139	0.0	0.7167
allumage	NOM	0.0	0.8313	0.0	0.0	6.0005	19.328	0.9486
allume	NOM	0.0	0.5213	0.0	0.0	0.0	0.0	0.0251
allumer	VER	38.3995	45.0828	14.724	55.2323	66.9321	0.0	41.2675
allumette	NOM	0.5504	0.0	7.3969	0.0	4.139	0.0	3.0637
allure	NOM	0.9051	0.2065	33.684	18.2805	0.0	0.0	14.6651
allusif	ADJ	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
allusion	NOM	0.0	0.606	0.1243	1.3018	0.0	0.0	0.9619
allègre	ADJ	0.0	0.606	0.2331	0.0	0.0	0.0	0.6767
allécher	VER	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
allée	NOM	0.5504	0.4664	4.9077	3.644	20.024	0.0	7.4282
alléger	VER	0.0	0.0	0.5857	0.0	0.0	12.833	0.6985
allégorie	NOM	0.0	0.0	3.5156	0.0	12.0009	0.0	2.1296
allégresse	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
allô	INT	194.7473	15.1339	0.1029	19.0591	0.0	0.0	32.0045
alors	ADV	1834.2363	1491.9039	1333.2702	1262.1756	938.0498	641.841	1338.6576
alpage	NOM	0.0	0.0	0.5008	0.0	0.0	0.0	0.0465
alphabet	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
alphabétique	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
alphabétisation	NOM	0.0	0.0	0.5531	0.0	6.0005	0.0	0.6721
alpin	ADJ	0.171	0.0	3.1652	0.0	4.139	0.0	1.2853
alpiniste	NOM	0.0	0.0	0.5531	4.5679	0.0	0.0	1.0141
alsacien	ADJ	0.0	0.0	0.185	0.0	0.0	0.0	0.0472
alternance	NOM	0.0	0.8313	0.0	2.2839	0.0	0.0	0.6241
alternatif	ADJ	0.0	0.0	9.0561	0.0	0.0	77.4712	4.6189
alternative	NOM	0.0	0.0	0.6378	0.0	55.9876	44.6051	5.3971
alterner	VER	0.5504	0.0	2.9677	0.0	4.139	0.0	1.9382
altesse	NOM	0.9464	0.0	0.0	0.0	0.0	0.0	0.0276
altier	ADJ	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
altitude	NOM	1.1764	0.6228	14.923	2.2839	0.0	0.0	6.3026
altération	NOM	0.0	0.0	0.0	2.2839	0.0	38.656	1.1943
altérer	VER	0.0	0.0	3.4656	0.0	0.0	0.0	0.6693
altérité	NOM	0.0	0.0	0.4665	2.2839	0.0	0.0	0.6811
aléa	NOM	0.0	0.0	0.5531	0.0	4.139	0.0	0.6893
aléatoire	ADJ	0.0	0.0	0.3906	0.911	0.0	12.833	1.4842
amadouer	VER	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
amaigrir	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
amande	NOM	0.9051	4.7285	1.2756	0.0	0.0	0.0	2.5051
amant	NOM	0.0	0.3851	41.8991	1.2705	41.1274	0.0	18.2493
amateur	NOM	15.9193	12.6845	50.8541	36.1771	3.4423	43.8345	36.3887
amateurisme	NOM	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
amazonien	ADJ	0.0	0.0	0.0	0.0	12.4171	0.0	0.2926
ambassade	NOM	7.6879	0.1937	0.0	0.0	0.0	0.0	0.7565
ambassadeur	NOM	1.2635	0.4157	5.7773	0.8102	0.0	0.0	4.9933
ambiance	NOM	16.1593	12.8431	30.28	0.0	0.0	4.0185	16.797
ambiant	ADJ	0.0	0.0	0.0	0.0	8.2781	0.0	0.1951
ambigu	ADJ	0.0	0.0	0.5531	0.0	3.4423	19.328	1.5376
ambiguïté	NOM	0.0	0.0	0.5857	0.0	4.139	19.328	1.559
ambitieux	ADJ	0.0	0.0	12.3117	1.2705	3.4423	19.328	5.9764
ambitieux	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
ambition	NOM	0.0	0.606	5.4335	31.7474	39.722	38.4989	14.7379
ambivalence	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
ambivalent	ADJ	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
ambre	NOM	0.0	0.4664	0.2504	0.0	6.0005	8.037	2.9674
ambrer	VER	0.0	0.0	0.0	0.0	6.0005	4.0185	0.7219
ambulance	NOM	0.0	4.1986	0.0	0.0	0.0	0.0	0.6035
ambulancier	ADJ	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
ambulancier	NOM	0.0	0.4664	0.438	0.0	0.0	0.0	0.6455
ambulant	ADJ	0.0	0.0	3.7062	0.8102	0.0	0.0	1.4117
amende	NOM	1.2635	0.6228	24.4448	0.0	18.0014	0.0	12.6784
amener	VER	0.9464	57.2024	39.4916	49.2066	26.3397	56.7717	44.0785
amer	ADJ	0.0	0.0	0.3906	0.0	12.0009	0.0	1.11
amertume	NOM	0.0	0.0	3.1652	0.0	0.0	0.0	0.6006
ameublement	NOM	0.0	0.0	0.4317	0.0	0.0	0.0	0.0401
ami	ADJ	54.5075	100.5377	14.7134	58.8126	10.3269	0.0	55.0056
ami	NOM	1364.7999	738.1825	569.2912	644.0994	283.1427	0.0	674.89
amiable	ADJ	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
amical	ADJ	0.0	0.4664	10.0069	0.0	12.0009	0.0	5.0716
amicalement	ADV	0.9051	0.0	0.0	0.0	0.0	0.0	0.0456
amidon	NOM	0.0	0.606	0.0	0.0	3.4423	0.0	0.6717
amin	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
amincir	VER	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
amitié	NOM	14.8549	11.6088	46.7625	33.4292	6.0005	0.0	29.0668
amollir	VER	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
amont	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
amorcer	VER	0.0	0.0	0.1243	0.0	6.0005	12.833	1.4708
amortissement	NOM	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
amour	NOM	296.5228	409.0761	178.0218	106.2243	87.1382	78.971	235.099
amoureux	NOM	50.8063	43.9898	35.6831	2.2839	40.6321	0.0	35.8936
amoureux	ADJ	173.6392	169.189	68.4256	12.9899	18.0014	0.0	90.4295
amphi	NOM	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
amphibiens	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
ample	ADJ	0.0	0.0	0.8634	0.0	0.0	0.0	0.0802
ampleur	NOM	0.0	0.0	0.5531	0.0	49.0825	77.4712	4.636
amplificateur	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
amplifier	VER	0.0	0.0	7.557	0.0	8.2781	0.0	3.2125
ampoule	NOM	0.0	4.101	0.0	0.0	20.024	0.0	1.5007
amputer	VER	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
amusant	ADJ	27.5369	21.1272	10.2131	1.7933	3.4423	4.0185	18.1401
amuse-gueule	NOM	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
amusement	NOM	0.0	0.0	3.5101	0.0	0.0	0.0	0.665
amuser	VER	106.1765	112.7418	70.1243	111.5967	31.3781	19.328	95.2109
amuseur	NOM	0.0	0.1937	0.0	0.0	0.0	0.0	0.0242
amène	ADJ	0.0	0.3851	0.0	0.0	0.0	0.0	0.0186
amèrement	ADV	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
amélioration	NOM	0.0	9.433	5.998	1.3018	6.8846	127.4317	15.1488
améliorer	VER	2.4226	30.442	31.8339	31.0347	54.0583	51.3319	38.006
aménagement	NOM	0.0	0.0	3.7375	28.9476	6.0005	0.0	5.8051
aménager	VER	0.0	14.9199	6.206	0.8102	0.0	19.328	8.445
aménageur	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
américain	NOM	0.0	0.606	7.8476	9.5296	8.2781	0.0	7.055
américain	ADJ	17.1738	33.92	83.4693	66.6867	129.165	38.656	69.0877
américanisation	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
américaniser	VER	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
amérindien	ADJ	0.0	0.0	0.438	0.0	4.139	0.0	0.725
an	NOM	2051.0804	2002.8723	1803.4705	1136.3407	1743.1851	2470.8717	1795.6585
analgésie	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
analogique	ADJ	0.0	0.0	0.0	0.0	12.0009	0.0	0.2862
analphabète	ADJ	0.0	0.0	0.0	0.8102	0.0	0.0	0.0218
analyse	NOM	0.0	0.6228	8.1958	25.4252	185.0725	19.328	23.6962
analyser	VER	26.8352	0.0	23.5034	14.4942	148.0715	145.006	35.1362
analyste	NOM	0.0	0.0	0.0	0.0	20.6179	0.0	0.7913
analytique	ADJ	0.0	0.0	0.0	0.8102	8.2781	19.328	1.8118
ananas	NOM	0.9051	0.6008	0.0	0.0	0.0	0.0	0.0912
anarchique	ADJ	0.0	0.0	0.0	1.2705	0.0	12.833	0.6143
anarchiste	NOM	0.0	0.0	0.3933	0.0	0.0	0.0	0.0365
anatomie	NOM	0.0	0.0	1.1062	0.0	0.0	0.0	0.1028
anatomique	ADJ	0.0	0.0	0.0	0.8102	0.0	38.656	0.98
ancestral	ADJ	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
anchois	NOM	0.7319	0.0	0.0	0.0	0.0	0.0	0.0134
anchoïade	NOM	0.7319	0.0	0.0	0.0	0.0	0.0	0.0134
ancien	ADJ	231.3578	223.707	240.1864	81.4158	235.0826	307.0033	217.0542
ancien	NOM	0.0	0.606	12.0801	0.0	0.0	19.328	5.357
ancrage	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
ancre	NOM	0.0	0.0	4.7791	0.0	0.0	0.0	0.8921
ancrer	VER	0.0	0.0	5.3792	8.4038	0.0	0.0	3.1047
ancêtre	NOM	0.7319	3.8021	12.2943	0.0	6.0005	0.0	6.7848
andalou	NOM	0.0	0.7079	0.0	0.0	0.0	0.0	0.0558
andalouse	ADJ	0.0	0.0	0.4662	0.0	0.0	0.0	0.1116
andouillette	NOM	0.0	0.0	0.185	1.2705	0.0	0.0	0.6635
androïde	NOM	0.0	0.6008	0.0	0.0	0.0	0.0	0.0456
androïde	ADJ	0.0	0.6008	0.0	0.0	0.0	0.0	0.0456
anecdote	NOM	0.0	0.6228	11.7352	0.0	20.024	0.0	5.9464
anecdotique	ADJ	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
anesthésie	NOM	0.0	0.0	0.0	0.0	114.0088	0.0	2.7187
anesthésier	VER	0.0	0.0	0.0	4.5679	0.0	0.0	0.1228
anesthésique	ADJ	0.0	0.0	0.0	0.0	30.0023	0.0	0.7155
anesthésique	NOM	0.0	0.0	0.0	0.0	54.0042	0.0	1.2878
anesthésiste	NOM	0.0	0.0	0.0	0.0	18.0014	0.0	0.4293
ange	NOM	0.5987	13.1249	38.3207	0.0	3.4423	0.0	16.7855
angine	NOM	0.0	0.0	0.0	0.0	12.4171	0.0	0.2926
anglais	ADJ	273.8167	216.8956	144.311	232.3445	146.4853	96.64	213.2646
anglais	NOM	0.0	0.0	0.0	4.5679	0.0	0.0	0.1228
anglaiser	VER	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
angle	NOM	8.2421	0.5213	6.4144	2.2839	0.0	0.0	5.8578
anglicisme	NOM	0.0	0.0	0.0	2.2839	3.4423	0.0	0.7118
anglo-américain	ADJ	0.0	1.2456	0.0	0.0	0.0	0.0	0.0944
anglo-saxon	ADJ	0.0	0.0	10.0381	9.0915	49.0825	0.0	9.5252
anglo-saxon	NOM	0.0	0.0	0.438	0.0	4.139	0.0	0.725
anglophone	ADJ	0.0	0.0	0.0	1.2705	0.0	19.328	0.5848
angoissant	ADJ	0.0	0.0	3.7062	0.0	0.0	0.0	0.6943
angoisse	NOM	7.132	0.5213	21.8343	2.2839	80.2715	12.833	18.0888
angoisser	VER	1.1973	0.0	3.5101	0.0	31.3528	0.0	3.4096
animal	ADJ	16.7322	0.2065	37.9099	9.5948	92.388	78.971	30.9023
animal	NOM	150.896	191.6668	166.3732	40.4298	151.2017	174.0903	169.6866
animateur	NOM	65.9919	3.7811	18.7111	0.911	0.0	0.0	15.3711
animateur	ADJ	0.0	8.8101	0.0	0.0	4.139	0.0	2.3826
animation	NOM	11.8781	16.5464	33.6891	0.911	19.861	19.328	20.5251
animer	VER	18.2617	10.1655	28.6007	23.51	24.0018	0.0	23.5765
annales	NOM	0.0	0.0	3.5861	0.0	0.0	0.0	0.6734
annexe	ADJ	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
annexer	VER	0.0	0.0	0.438	0.0	3.4423	0.0	0.7154
anniversaire	ADJ	0.0	0.4664	0.5857	0.0	0.0	0.0	0.6567
anniversaire	NOM	124.425	6.5615	22.4733	0.0	3.4423	0.0	23.6773
annonce	NOM	0.9713	12.276	40.3323	86.8697	86.0088	19.328	43.6202
annoncer	VER	81.0928	91.7567	119.7158	44.8286	142.4287	44.6051	104.0276
annonceur	NOM	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
annonciateur	ADJ	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
annuaire	NOM	0.4856	0.1937	0.0	0.0	0.0	0.0	0.5389
annuel	ADJ	0.0	11.412	28.4142	23.856	40.1357	0.0	19.6859
annuellement	ADV	0.0	0.0	0.0	0.0	0.0	4.0185	0.0657
annulaire	NOM	0.0	0.0	0.0	0.0	12.0009	0.0	0.2862
annulation	NOM	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
annuler	VER	1.6151	0.6228	17.5724	0.0	3.4423	0.0	7.9352
année	NOM	872.638	724.0548	916.6096	598.473	1339.8029	1287.1818	891.2136
anodin	ADJ	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
anomalie	NOM	0.0	0.0	0.3906	0.8102	6.8846	0.0	2.0179
anomie	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
anonymat	NOM	0.0	0.0	2.4519	0.0	20.6179	0.0	2.4101
anonyme	ADJ	0.8346	0.0	6.8306	15.9876	18.0014	19.328	11.0188
anonyme	NOM	0.0	0.5137	0.6378	0.0	0.0	0.0	0.6026
anophèle	NOM	0.0	0.0	0.0	0.0	0.0	4.0185	0.0657
anormal	NOM	0.0	0.4157	0.3059	0.0	0.0	0.0	0.6344
anormalement	ADV	0.0	0.0	0.3933	0.0	0.0	0.0	0.0365
antagonisme	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
antagoniste	ADJ	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
antagoniste	NOM	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
antalgique	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
antan	NOM	0.0	0.0	0.4665	0.911	0.0	12.833	1.5263
antarctique	ADJ	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
antenne	NOM	0.0	0.0	0.4665	0.0	48.0037	76.9978	8.0514
anthologie	NOM	0.0	0.0	0.3906	0.0	0.0	0.0	0.0363
anthropologie	NOM	0.5504	0.0	0.0	0.8102	6.0005	0.0	1.1689
anthropologique	ADJ	0.0	0.0	0.5531	2.2839	20.6179	0.0	2.5415
anthropologue	NOM	0.0	0.0	0.0	0.8102	0.0	0.0	0.0218
anti-inflammatoire	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
antibactérien	ADJ	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
antibiotique	ADJ	0.0	0.0	0.0	0.0	12.4171	0.0	0.2926
antibiotique	NOM	0.0	0.0	0.185	0.0	111.7537	0.0	5.6534
antichambre	NOM	0.0	0.0	0.8634	5.2073	0.0	0.0	1.8003
anticipation	NOM	0.0	0.0	0.0	0.0	20.6179	0.0	0.7913
anticiper	VER	0.0	4.486	10.0381	0.0	8.2781	0.0	6.2143
anticonformiste	ADJ	0.0	0.6228	0.0	0.0	0.0	0.0	0.0472
antifascisme	NOM	0.0	0.0	0.0	0.0	0.0	19.328	0.1431
antihéros	NOM	0.0	0.0	0.0	1.3018	0.0	0.0	0.035
antijeunes	ADJ	0.0	0.0	0.0	1.2705	0.0	0.0	0.0342
antillais	ADJ	3.7906	0.0	0.0	0.0	4.139	19.328	1.2432
antimicrobien	ADJ	0.0	0.0	0.0	0.0	12.4171	0.0	0.2926
antinucléaire	ADJ	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
antioxydant	ADJ	0.0	0.0	0.0	0.0	0.0	115.968	0.8585
antipathie	NOM	0.0	0.0	0.0	2.733	0.0	0.0	0.1955
antipathique	ADJ	0.0	0.0	0.0	0.911	0.0	0.0	0.0652
antipelliculaire	ADJ	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
antipode	NOM	0.0	0.0	3.5957	0.0	0.0	0.0	0.7091
antiquaire	NOM	0.9464	0.0	0.0	0.0	0.0	0.0	0.0276
antique	ADJ	0.5504	0.4157	7.968	0.0	4.139	0.0	4.8481
antiquité	NOM	33.0239	1.8684	3.5715	0.8102	0.0	19.328	10.7811
antiraciste	ADJ	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
antistatique	ADJ	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
antitabac	ADJ	0.0	0.0	0.5857	0.0	3.4423	0.0	0.7027
antiviral	ADJ	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
antivol	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
antédiluvien	ADJ	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
antérieur	ADJ	0.9464	0.0	3.7062	0.0	4.139	12.833	3.1591
anus	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
anxieux	ADJ	0.0	0.0	0.5857	0.0	6.0005	0.0	0.684
anxiété	NOM	0.0	0.0	0.5531	0.0	0.0	0.0	0.0514
anéantir	VER	0.0	0.0	0.2331	0.0	12.0009	0.0	1.1838
août	NOM	80.0686	46.1948	50.5059	23.1703	63.1306	0.0	46.6588
apaisement	NOM	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
apaiser	VER	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
apanage	NOM	0.0	0.0	0.5531	0.0	6.0005	0.0	0.6721
apatride	ADJ	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
apercevoir	VER	27.1876	156.7699	216.073	174.9615	66.9321	0.0	147.7719
aperçu	NOM	0.0	0.606	0.0	0.0	0.0	0.0	0.0408
apeurer	VER	0.0	0.0	0.1029	0.911	0.0	0.0	0.4026
apeuré	ADJ	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
aplanir	VER	0.0	0.0	0.0	0.0	0.0	12.833	0.0975
apocalypse	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
apocalyptique	ADJ	0.0	0.0	0.5531	0.911	0.0	0.0	0.6976
apocryphe	ADJ	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
apogée	NOM	0.0	0.0	0.0	2.2839	0.0	4.0185	0.7118
apothéose	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
apparat	NOM	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
apparaître	VER	44.5714	67.0335	185.4043	93.7945	405.9305	228.8816	152.1832
appareil	NOM	55.6323	118.9589	26.9044	30.2527	142.4287	38.656	71.8559
apparemment	ADV	0.0	6.5064	14.8845	23.9058	4.139	0.0	11.955
apparence	NOM	0.0	14.8156	23.5221	25.2078	3.4423	38.656	19.6533
apparent	ADJ	0.0	0.6008	0.0	8.2319	4.139	0.0	2.3547
apparenter	VER	0.0	0.0	5.9101	0.0	20.024	86.9662	6.5796
apparenté	ADJ	0.0	0.0	0.5857	0.0	0.0	0.0	0.0544
apparier	VER	0.0	0.0	0.0	0.0	4.139	0.0	0.0975
apparition	NOM	0.0	0.0	26.2674	23.2732	129.0281	0.0	22.4977
appartement	NOM	300.8519	130.1854	97.3084	111.0034	12.0009	0.0	126.8556
appartenance	NOM	0.0	0.5137	7.5358	8.3751	68.3463	56.7717	13.5128
appartenant	ADJ	0.0	0.0	0.4665	0.0	0.0	0.0	0.0433
appartenir	VER	11.1667	7.9928	121.6374	105.8008	133.2273	25.6659	79.6861
appauvrir	VER	0.0	0.0	0.6378	0.0	0.0	0.0	0.0592
appauvrissement	NOM	0.0	0.0	0.0	0.0	3.4423	19.328	0.7219
appel	NOM	0.8075	6.0425	102.7335	37.7445	130.116	56.7717	56.5989
appelant	NOM	0.0	0.1937	5.1496	0.0	6.0005	0.0	2.9146
appeler	VER	1325.1912	934.758	596.0939	625.8317	284.2782	262.5712	727.7608
appellation	NOM	0.0	0.0	5.1436	0.0	67.9499	0.0	6.1444
appelé	NOM	0.0	0.0	0.0	0.0	3.4423	0.0	0.0657
applaudir	VER	22.0423	27.5645	30.02	0.0	3.4423	0.0	22.6404
applaudissement	NOM	0.0	0.0	3.3506	0.0	0.0	19.328	1.3994
applicable	ADJ	0.0	0.0	0.0	2.2839	0.0	0.0	0.0614
application	NOM	0.8075	0.0	26.8466	4.5679	101.2835	19.328	20.1203
appliquer	VER	0.0	0.5137	37.9187	50.8644	159.414	56.7717	38.1383
apport	NOM	0.0	0.0	0.1219	1.2705	6.0005	113.5434	4.6582
apporter	VER	208.7705	275.6587	189.8025	186.599	289.7528	138.6137	219.6325
apposer	VER	0.0	0.0	0.4665	0.0	6.0005	0.0	0.636
apprenant	NOM	0.0	0.0	0.185	0.0	0.0	0.0	0.0472
apprendre	VER	210.3322	332.7373	237.3357	184.1499	211.486	145.006	245.9543
apprenti	NOM	11.8255	0.0	0.0	0.0	0.0	0.0	0.9074
apprentissage	NOM	0.0	12.7828	38.0265	27.0642	20.024	57.984	25.8929
apprivoiser	VER	0.0	4.7828	0.4665	0.0	0.0	0.0	1.534
approbation	NOM	0.0	0.0	0.438	0.0	0.0	0.0	0.0652
approche	NOM	0.0	0.0	47.7208	1.2705	96.3812	0.0	21.2939
approcher	VER	65.5989	161.5075	242.5415	128.1766	31.5653	19.328	160.1031
approfondir	VER	0.0	0.6228	3.6369	2.2839	4.139	0.0	3.637
appropriation	NOM	0.0	0.0	0.0	4.5679	6.0005	0.0	0.8475
approprier	VER	0.0	0.4157	3.7375	37.6072	27.9938	0.0	10.3093
approuver	VER	0.0	0.0	0.3906	0.0	4.139	0.0	0.6261
approvisionnement	NOM	0.0	0.0	0.0	0.0	6.0005	0.0	0.1431
approvisionner	VER	0.0	0.0	0.0	2.2839	6.0005	0.0	0.7085
approximatif	ADJ	0.0	0.4157	0.0	0.0	0.0	0.0	0.02
